OTU.ID	LP_ICE_21_Core1_0.10_cDNA	LP_ICE_21_Core1_0.10_DNA	LP_ICE_21_Core1_10.20_cDNA	LP_ICE_21_Core1_10.20_DNA	LP_ICE_21_Core1_20.30_cDNA	LP_ICE_21_Core1_20.30_DNA	LP_ICE_21_Core1_30.40_cDNA	LP_ICE_21_Core1_30.40_DNA	LP_ICE_21_Core1_40.50_cDNA	LP_ICE_21_Core1_40.50_DNA	LP_ICE_21_Core1_50.60_cDNA	LP_ICE_21_Core1_50.60_DNA	LP_ICE_21_Core1_60.70_cDNA	LP_ICE_21_Core1_60.70_DNA	LP_ICE_21_Core1_70.80_cDNA	LP_ICE_21_Core1_70.80_DNA	LP_ICE_21_Core1_80.90_cDNA	LP_ICE_21_Core1_80.90_DNA	LP_ICE_21_Core1_90.100_cDNA	LP_ICE_21_Core1_90.100_DNA	LP_ICE_21_Core2_0.10_cDNA	LP_ICE_21_Core2_0.10_DNA	LP_ICE_21_Core2_10.20_cDNA	LP_ICE_21_Core2_10.20_DNA	LP_ICE_21_Core2_100.110_cDNA	LP_ICE_21_Core2_100.110_DNA	LP_ICE_21_Core2_20.30_cDNA	LP_ICE_21_Core2_20.30_DNA	LP_ICE_21_Core2_30.40_cDNA	LP_ICE_21_Core2_30.40_DNA	LP_ICE_21_Core2_40.50_cDNA	LP_ICE_21_Core2_40.50_DNA	LP_ICE_21_Core2_50.60_cDNA	LP_ICE_21_Core2_50.60_DNA	LP_ICE_21_Core2_60.70_cDNA	LP_ICE_21_Core2_60.70_DNA	LP_ICE_21_Core2_70.80_cDNA	LP_ICE_21_Core2_70.80_DNA	LP_ICE_21_Core2_80.90_cDNA	LP_ICE_21_Core2_80.90_DNA	LP_ICE_21_Core2_90.100_cDNA	LP_ICE_21_Core2_90.100_DNA	LP_ICE_21_Core3_0.10_cDNA	LP_ICE_21_Core3_0.10_DNA	LP_ICE_21_Core3_10.20_cDNA	LP_ICE_21_Core3_10.20_DNA	LP_ICE_21_Core3_20.30_cDNA	LP_ICE_21_Core3_20.30_DNA	LP_ICE_21_Core3_30.40_cDNA	LP_ICE_21_Core3_30.40_DNA	LP_ICE_21_Core3_40.50_cDNA	LP_ICE_21_Core3_40.50_DNA	LP_ICE_21_Core3_50.60_cDNA	LP_ICE_21_Core3_50.60_DNA	LP_ICE_21_Core3_60.70_cDNA	LP_ICE_21_Core3_60.70_DNA	LP_ICE_21_Core3_70.80_cDNA	LP_ICE_21_Core3_70.80_DNA	LP_ICE_21_Core3_80.90_cDNA	LP_ICE_21_Core3_80.90_DNA	LP_ICE_21_Core3_90.100_cDNA	LP_ICE_21_Core3_90.100_DNA	LP_ICE_21_MoComE_cDNA	LP_ICE_21_MoComE_DNA	LP_ICE_21_NTC.Index_cDNA	LP_ICE_21_NTC.Index_DNA	LP_ICE_21_NTC.TS_cDNA	LP_ICE_21_NTC.TS_DNA	LP_ICE_21_Snow1_cDNA	LP_ICE_21_Snow1_DNA	LP_ICE_21_Snow2_cDNA	LP_ICE_21_Snow2_DNA	LP_ICE_21_Snow3_cDNA	LP_ICE_21_Snow3_DNA	LP_ICE_21_Snow4_cDNA	LP_ICE_21_Snow4_DNA	LP_ICE_21_Snow5_cDNA	LP_ICE_21_Snow5_DNA	LP_ICE_21_Snow6_cDNA	LP_ICE_21_Snow6_DNA	LP_ICE_21_Snow7_cDNA	LP_ICE_21_Snow7_DNA	LP_ICE_21_Water1_cDNA	LP_ICE_21_Water1_DNA	LP_ICE_21_Water2_cDNA	LP_ICE_21_Water2_DNA	LP_ICE_21_Water3_cDNA	LP_ICE_21_Water3_DNA	taxonomy
9995	75d80e7d9be40484720e3a9704a9a190	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
9997	b471321a7f1048af7b31f09e761a7b92	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(88); Chloroplast_fa(88); Chloroplast_ge(88)
10002	3b1a1518bb3d6f3fcfe3f6bdd6332e2d	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
10105	596529e0bd547d1fc102679083985ceb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
10150	2b39ba5fd5f8b2bcdfda50ac584294ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
10253	62ba90bc2e8f9cb4240498435a411eae	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(99); Chloroplast_fa(99); Chloroplast_ge(99)
10375	d9a0191a687d14e3e7b1d6face94d871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
10416	14dfd3643acb8d393fb0bab266ecda16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(85); Chloroplast_fa(85); Chloroplast_ge(85)
10493	e192b0eeb1ea750bae315bf057b17bf0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
10619	d0524d5b362fdb5a6db5bf53f0bd8311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
10669	716b0bb86ba9d31fe08515c55aed4511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
10773	fad612e6c158c2bdd72ca570be3e1f7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
10855	9a70ee705f3873b95a19199d4ebae481	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
10987	580e0cfa616f82c5285a85b46bda8b43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
11144	31af3c60215c8d5f60cea3dae580e46b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
11146	b538150881814f6f17c605fc32173843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
11290	a1278f87bb5c8f17e98ea67d46f7ec07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
11383	8da5ab3e26f338bff22a7a65e5d01dbf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
11409	77c93c6d520571b5f17a7da903338ecf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
11634	4570aaf16f81a290b8ee6aa376d8057a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
11677	2ed2f37cf2f8ee5a9220fd21ab443b67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
11730	24164f731c43bcaed4f33e6c4bb6dba0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
11919	55c6a4b575d27997b73029fe4a274f38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
12023	ac4ac9af36fc3317edbe82f49a66d82d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
12190	c0de5bf38a8188b78f54f729e0b99bfd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
12194	fd09742d3a5d2104cd5fd1deddb995cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
12363	4ae6754f6061621fac879b7d83d9f201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(99); Chloroplast_fa(99); Chloroplast_ge(99)
12389	e1e0229bc04f3a603d883fa0dba59720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(99); Chloroplast_fa(99); Chloroplast_ge(99)
12596	05d6b1dd325450ae3d60529fc2288541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(97); Chloroplast_fa(97); Chloroplast_ge(97)
12713	4b1cb6650c7184af6608ffea0f9d9490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
12906	955fda942720e487349b6dba1acd4aa7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
12963	58932f8c202f23e5a7a6f4377e844cb0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
12981	d0607aec8393183189f3911efcd2c76d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13015	9df3b464b3deb4b624cba3c73a85351e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13018	03944dd48d3846be412b740036f26856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13042	b848f1a982f3080a2758ca53d8fd0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13311	607864c17b7d0a739261ca76c3155058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13324	18d296d28dfb5af9a599e2741386c8f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(99); Chloroplast_fa(99); Chloroplast_ge(99)
13334	2cfa9865311ad3d2ba9ba4cb045d1c62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13414	a7d75fb08311c1a1d23833d3a9ac4480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13710	5085f7f4b7d5444b823f0585fbf883a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13735	4553b00e72a1f654d894b6abcc3ca106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13751	9bb8bcb65e3c2e77f8d2855fa2c1729b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13765	492cdd6c21a2b26e15db8d01e1bbc81b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
13916	046dfdbfef8d829fc66e9f81a644745f	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria(100); Cyanobacteria(100); Cyanobacteriia(100); Chloroplast(100); Chloroplast_fa(100); Chloroplast_ge(100)
